WEEK,CHAIN,UNIQUE_USERS,ACTIVE_POOLS,TOTAL_VOLUME,AVG_VOLUME,MEDIAN_VOLUME,CUMU_VOLUME
2023-05-08 00:00:00.000,Optimism,35944,272,167799316.74,1126.419386441,99.99,12207105621.5
2023-05-08 00:00:00.000,Polygon,78814,1328,365192638.56,776.617305305,49.93,41851109356.63
2023-05-15 00:00:00.000,Arbitrum,178485,922,1213781268.11,2358.427589851,216.28,52857920242.62
2023-05-15 00:00:00.000,BSC,51417,280,36630546.56,378.590734949,10.89,495602352.54
2023-05-15 00:00:00.000,Optimism,49185,272,118339636.83,767.736272828,53.34,12325445258.33
2023-05-15 00:00:00.000,Polygon,83598,1269,252385918.48,594.208541353,34.62,42103495275.11
2023-05-22 00:00:00.000,Arbitrum,214534,895,1143699627.23,2170.809422022,164.165,54001619869.85
2023-05-22 00:00:00.000,BSC,71455,322,36946928.46,304.714422644,5.99,532549281
2023-05-22 00:00:00.000,Optimism,55738,285,110129843.58,818.365077542,50.19,12435575101.91
2023-05-22 00:00:00.000,Polygon,87491,1298,277514535.85,648.883594861,30.67,42381009810.96
2023-05-29 00:00:00.000,Arbitrum,202532,898,1181936350.51,2286.285322322,202.545,55183556220.36
2023-05-29 00:00:00.000,BSC,71782,274,32625801.11,264.187223045,4.99,565175082.11
2023-05-29 00:00:00.000,Optimism,67899,303,117599255.83,649.942277631,27.875,12553174357.74
2023-05-29 00:00:00.000,Polygon,96592,1269,243573837.84,576.158384502,24.12,42624583648.8
2023-06-05 00:00:00.000,Arbitrum,171664,933,1791827797.14,2695.434465675,690.78,56975384017.5
2023-06-05 00:00:00.000,BSC,79335,303,58156958.95,380.317158655,9.97,623332041.06
2023-06-05 00:00:00.000,Optimism,73608,330,149500506.81,743.447030499,37.05,12702674864.55
2023-06-05 00:00:00.000,Polygon,99428,1430,469715080.22,621.93571139,49.27,43094298729.02
2023-06-12 00:00:00.000,Arbitrum,166603,845,1408650819.72,2331.867462336,511,58384034837.22
2023-06-12 00:00:00.000,BSC,69362,292,82318970.75,568.191185403,14.26,705651011.81
2023-06-12 00:00:00.000,Optimism,74756,302,118078917.56,734.075108856,32.03,12820753782.11
2023-06-12 00:00:00.000,Polygon,110956,1299,383902653.52,603.093291902,42.39,43478201382.54
2023-06-19 00:00:00.000,Arbitrum,163773,872,1966518691.51,2857.684856245,749.44,60350553528.73
2023-06-19 00:00:00.000,Avalanche,7,3,708.52,28.3408,30.3,708.52
2023-06-19 00:00:00.000,BSC,62078,295,45151694.07,364.261694419,12.6,750802705.88
2023-06-19 00:00:00.000,Optimism,79431,324,180756628.25,909.577147681,56.995,13001510410.36
2023-06-19 00:00:00.000,Polygon,108308,1337,424996318.31,659.523553435,38.28,43903197700.85
